Variable,Description
SETWAGE,Govt control of wages
SETPRICE,Govt control of prices
CUTGOVT,Cuts in govt spending
MAKEJOBS,Govt create new jobs
LESSREG,Less govt regulation of business
HLPHITEC,Govt support for new products and tech
SAVEJOBS,Govt support for declining industries
CUTHOURS,Reduction in length of work week
SPENVIRO,Govt spending on environment
SPHLTH,Govt spending on health
SPPOLICE,Govt spending on law enforcement
SPSCHOOL,Govt spending on education
SPARMS,Govt spending on defense
SPRETIRE,Govt spending on retirement benefits
SPUNEMP,Govt spending on unemployment benefits
SPARTS,Govt spending on culture and the arts
INCTAX,Amount of tax on R's household income
BUSTAX,Amount of tax on business and industry
INFLJOBS,Top priority of govt: inflation or jobs?
LABORPOW,Power of labor unions in R's country
BUSPOW,Power of business and industry
GOVTPOW,Power of federal govt
OWNPOWER,Govts role in electric power
OWNMASS,Govts role in local mass transportation
OWNSTEEL,Govts role in the steel industry
OWNBANKS,Govts role in banking and insurance
OWNAUTOS,Govts role in automobile industry
JOBSALL,Govts resp: provide jobs for all
PRICECON,Govts resp: keep prices under control
HLTHCARE,Govts resp: provide hlth care for sick
AIDOLD,Govts resp: provide for the elderly
AIDINDUS,Govts resp: assist industrial growth
AIDUNEMP,Govts resp: provide for the unemployed
EQUALIZE,Govts resp: reduce income differences
AIDCOL,Gov. should assist low-income college student
AIDHOUSE,Gov. should provide housing to poor
PROTSTRS,Feel about people protest gov
REVOLTRS,Feel about people want to overthrow gov
RACISTS,Feel about people who are racist
UNIONSOK,How good union for the country
POLINT,Your interest in politics
RPRTST1,Would you attend a public meeting
RPRTST3,Would you go on a protest march-demonstration
RPRTST15,How many times be a public meeting past 5 yrs
RPRTST35,How many times gone on a protest march past 5 yrs
GRNLAWS,Gov resp tomake industry less damaging
GENDEREQ,Gov resp to promote equality
PRVDHLTH,Who provides for sick people
PRVDOLD,Who provides for old people
PRVDSCHL,Who provides school educ
GVINFLU1,What peo or org have most inf
GVINFLU2,What peo or org have 2nd most inf
POLGBECO,What is your view on politics in us & world
POLEFF11,Don't have any say about what the government does
POLEFF12,Even best politician cannot have much impact
POLEFF13,Have a pretty good understanding of issues
POLEFF14,Elections a good way of making gov pay attention
POLEFF15,Most people better informed about politics than I
POLEFF16,People elected to congress try to keep promises
POLEFF17,Most government administratoR's can be trusted
DEMWORKS,How well the system of democracy in America works?
TAXSPEND,Choice between reducing taxes or spending more
TAXPAID,Do authorities ensure taxes are paid
TAXBYLAW,Do authorities tax legally
BRLAWFL,Do private companies comply with regulations
BRNOTAX,Do private companies avoid taxes
RUNPOWER,Electric power should mainly be run by private
RUNHOSP,Hospitals should mainly be run by private
RUNBANKS,Banks should mainly be run by private
CUTDEBT,Should the government cut debt?
HELPHLTH,How successful is govt: providing hlth care for the sick
HELPOLD,How successful is govt: decent standard of living for the old
HELPSEC,How successful is govt: dealing with America s security
HELPCRIM,How successful is govt: controlling crime
HELPEMP,How successful is govt: fighting unemployment
HELPENV,How successful is govt: protecting environment
CCTV,Civil liberties - video surveillance
EMONITOR,Civil liberties - monitor emails
GOVTINFO,Should govt info be public
GIVINFUSA,Should govt collect citizen info without knowledge
GIVINFFOR,Should govt collect foreigner info without knowledge
WOTRIAL,Should authorities have right to detain the suspected
TAPPHONE,Should authorities have right to tap phone conveR'sation
STOPRNDM,Should authorities have right to search ppl in the street
FEWTRSTY,There are only a few people R can trust completely
EXPLOIT,Other people take advantage of R if not careful
YOUINFLU,How often R is asked to help influence important decision
HLPINFLU,Does R have people to ask to influence important decision
POLSFAIR,Opinion of fairness of public official s treatment
KNOWPOLS,Public official s treatment depends on who they know
CORRUPT1,Opinion of corruption by politician
CORRUPT2,Opinion of corruption by government administrators
BRIBE,Does R see public official asking for a bribe in last five years
PEOCNTCT,How many people in contact in a typical weekday
MALIVE,Mother still alive?
MAVISIT,How often visit mother
MATIME,Travel time to mother
MACALL,Contact with mother
PALIVE,Father still alive?
PAVISIT,How often visit father
PATIME,Travel time to father
PACALL,Contact with father
SISNUM,Number of adult sister's
SISVISIT,How often visit sister
SISTIME,Travel time to sister
SISCALL,Contact with sister
BRONUM,Number of adult brothers
BROVISIT,How often visit brother
BROTIME,Travel time to brother
BROCALL,Contact with brother
DAUNUM,Number of adult daughteR's
DAUVISIT,How often visit with daughter
DAUTIME,Travel time to daughter
DAUCALL,Contact with daughter
SONNUM,Number of adult sons
SONVISIT,How often visit son
SONTIME,Travel time to son
SONCALL,Contact with son
POSSLQ,Does R have marital partner
POSSLQY,Relationship status and cohabitation or not
MARCOHAB,Cohabitation status
GRPARNUM,Number of grandparents
GRKIDNUM,Number of adult grandchildren
UNAUNUM,Number of aunts and uncles
INLAWNUM,Number of in-laws
RELNUM,"Number of adult nieces, nephews, etc"
RELMOST,Adult relative R has most contact with
RELVISIT,How often visit most contacted rel
RELTIME,Travel time to most contacted rel
RELCALL,Contact with most contacted rel
FRINUM,Number of close friends
FRIWORK,Number of close friends are coworkers
FRINEIGH,Number of close friends are neighbors
FRISEX,Sex of closest friend
FRIVISIT,How often visit closest friend
FRITIME,Travel time to closest friend
FRICALL,Contact with closest friend
CHORES1,Help for household tasks #1
CHORES2,Help for household tasks #2
SICK1,Help if sick #1
SICK2,Help if sick #2
BORROW1,Borrow money #1
BORROW2,Borrow money #2
UPSET1,Help for marital problem #1
UPSET2,Help for marital problem #2
DOWN1,Help for depression #1
DOWN2,Help for depression #2
CHANGE1,Help regarding important change #1
CHANGE2,Help regarding important change #2
LIVECOM,"Length of residence in city, town, comm"
LIVEHOME,Length at present dwelling
MATIME1,How long does it take to get to where mother live
SIBNUM,Number of adult sister or brother
SIBMOST,Do R have the most contact with sister or brother
SIBVISIT,How often does R visit this sister or brother
SIBCALL,How often does R contact by telephone or letter
KIDNUM,Number of children age 18 and older
KIDMOST,Do R have the most contact with son or daughter
KIDVISIT,How often does R visit this son or daughter
KIDCALL,How often does R contact by telephone or letter
PAVISIT1,How often does R visit father
PACALL1,How often does R contact father by telephone
MAVISIT1,How often does R visit mother
MACALL1,How often does R contact mother by telephone
UNCAUNTS,How often does R contact uncles or aunts
COUSINS,How often does R contact cousin
PARSLAW,How often does R contact parents-in-law
SIBINLAW,How often does R contact brothers or sister's-in-law
NIECENEP,How often does R contact nieces and nephews
GODPARTS,How often does R contact god-parents
COWRKFRD,Number of close friends at work place
NEIFRD,Number of close friends who live near R
BESTFRD,Number of other close friends
BSTVISIT,How often does R visit best friend
BSTCALL,How often does R call best friend
GRPPOL,Participated in activity of political party
GRPUNION,Participated in activity of a trade union
GRPCHURH,Participated in activity of church past 12 months
GRPSPORT,Participated in sports group past 12 months
GRPCHRTY,Participated in a charitable org past 12 months
GRPNEI,Participated in a neighbor association past 12 months
GRPOTH,Participated in other associations past 12 months
SICK1A,Who does R turn to first for help when sick
SICK2A,Who does R turn to second for help when sick
BORROW1A,Who does R turn to first when large money needed
BORROW2A,Who does R turn to second when large money needed
DOWN1A,Who does R turn to first for help when depressed
DOWN2A,Who does R turn to second for help when depressed
HELPHWRK,Helped someone with hwork during past 12 months
LENTTO,Lent money to another person past 12 months
TALKEDTO,Talked with someone depressed past 12 months
HELPJOB,Helped somebody to find a job past 12 months
LEARNJOB,How did R find out about present work
FRDTHINK,Should close friend be someone intelligent
FRDHELPS,Should close friend be someone who helps R
FRDKNOWS,Should close friend be someone who understands R
FRDENJOY,Should close friend be someone who is enjoyable
KIDPARS,Do adult children have duty to look after parent
FIRSTYOU,Should take care of oneself and ones family first
HELPFRDS,Should better off ppl help less well-off friend
USEFRDS,Ok to have frds just bc they are of use to R
AIDKIDS,Govts resp provide childcare
OTHFRD,Number of other close friends
DEMANDS,R feels that family make too many demands on R
TRUSTPEO,There are only a few ppl R can trust completely
WANTBEST,R is sure that other ppl want the best for R
ADVANTGE,Other ppl will take advantage of R if not careful
COMYEAR,How long Has R lived in city where R lives now
LOCALGVT,How likely can R do sth for improvmnt in community
KNWBUS,Does R know someone who is a bus driver?
KNWEXEC,Does R know someone who is a executive at a large company?
KNWCLENR,Does R know someone who is a home or office cleaner?
KNWCUTTR,Does R know someone who is a hairdresser or barber?
KNWHRMAN,Does R know someone who is a human resources or personnel manager?
KNWLAWYR,Does R know someone who is a lawyer?
KNWMCHNC,Does R know someone who is a car mechanic?
KNWNURSE,Does R know someone who is a nurse?
KNWCOP,Does R know someone who is a police officer?
KNWTCHER,Does R know someone who is a school teacher?
SMALLGAP,"For a society to be fair, differences in people's standard of living should be small"
GOVLAZY,The social benefits from the government make people lazy
PARTLSC,"In past 12 months, R has participated in orgs for sport, culture, leisure"
PARTPART,"In past 12 months, R has participated in orgs for politics or political associations"
PARTVOL,"In past 12 months, R has participated in charitable or religious volunteer orgs"
HLPHOME,Who R would first turn to if they needed help with a household or a garden job
HLPSICK,Who R would first turn to if they needed help around the house if sick
HLPDOWN,Who R would first turn to if they needed help because they were feeling down or depressed
HLPADVCE,Who R would first turn to if they needed advice about family problems
HLPSOCOC,Who R would first turn to if they wanted to enjoy a pleasant social occasion
HLPLOAN,Who R would first turn to if they needed to borrow large sums of money
HLPJOB,Who R would first turn to if they needed help finding a job
HLPPAPER,Who R would first turn to if they needed help with admin or official paperwork
HLPRESDE,Who R would first turn to if they needed help finding a place tolive
HLPSICKR,Who R would first turn to if they needed someone to look after them while seriously ill
LONELY1,How often in the past 4 weeks R has felt they lack companionship
LONELY2,How often in the past 4 weeks R has felt isolated from others
LONELY3,How often in the past 4 weeks R has felt left out
TRCOURTS,How much trust R has in American courts
TRBIGBUS,How much trust R has in major private companies in America
FAMPRESS,Do R family's members put pressure on R about the way R lives or organizes their life?
UPSET,How often R's friends or family were angry with R
DINEFRDS,How often R went out to eat or drink with at least 3 non-family members
NEWFRDS,"At these occasions, how often did R make new friends or acquaintences"
CONWKDAY,Number of people R contacts with on a typical weekday
CONF2F,How many people R sees face to face
