Variable,Description
IIDEPENDINH,INHALANT DEPENDENCE IN THE PAST YEAR - IMPUTATION INDICATOR
IRDEPENDMTH,METHAMPHETAMINE DEPENDENCE IN THE PAST YEAR - IMP REV
IIDEPENDMTH,METHAMPHETAMINE DEPENDENCE IN THE PAST YEAR - IMP IND
IRDEPENDPNR,PRESCRIP PAIN RELIEVER DEPENDENCE IN THE PAST YEAR - IMP REV
IIDEPENDPNR,PRESCRIP PAIN RELIEVER DEPENDENCE IN PAST YR - IMP IND
IRDEPENDTRQ,PRESCRIP TRANQUILIZER DEPENDENCE IN PAST YEAR - IMP REV
IIDEPENDTRQ,PRESCRIP TRANQUILIZER DEPENDENCE IN PAST YR - IMP IND
IRDEPENDSTM,PRESCRIP STIMULANT DEPENDENCE IN PAST YEAR - IMP REV
IIDEPENDSTM,PRESCRIP STIMULANT DEPENDENCE IN PAST YEAR - IMP IND
IRDEPENDSED,PRESCRIP SEDATIVE DEPENDENCE IN PAST YEAR - IMP REV
IIDEPENDSED,PRESCRIP SEDATIVE DEPENDENCE IN PAST YEAR - IMP IND
IRABUPOSHAL,HALLUCINOGEN ABUSE IN THE PAST YEAR - IMPUTATION REVISED
IIABUPOSHAL,HALLUCINOGEN ABUSE IN THE PAST YEAR - IMPUTATION INDICATOR
IRABUPOSINH,INHALANT ABUSE IN THE PAST YEAR - IMPUTATION REVISED
IIABUPOSINH,INHALANT ABUSE IN THE PAST YEAR - IMPUTATION INDICATOR
IRABUPOSMTH,METHAMPHETAMINE ABUSE IN THE PAST YEAR - IMPUTATION REVISED
IIABUPOSMTH,METHAMPHETAMINE ABUSE IN THE PAST YEAR - IMP IND
IRABUPOSPNR,PRESCRIP PAIN RELIEVER ABUSE IN PAST YEAR - IMP REV
IIABUPOSPNR,PRESCRIP PAIN RELIEVER ABUSE IN PAST YEAR - IMP IND
IRABUPOSTRQ,PRESCRIP TRANQUILIZER ABUSE IN PAST YEAR - IMP REV
IIABUPOSTRQ,PRESCRIP TRANQUILIZER ABUSE IN THE PAST YEAR - IMP IND
IRABUPOSSTM,PRESCRIPTION STIMULANT ABUSE IN THE PAST YEAR - IMP REV
IIABUPOSSTM,PRESCRIP STIMULANT ABUSE IN THE PAST YEAR - IMP IND
IRABUPOSSED,PRESCRIPTION SEDATIVE ABUSE IN THE PAST YEAR - IMP REV
IIABUPOSSED,PRESCRIPTION SEDATIVE ABUSE IN THE PAST YEAR - IMP IND
MJPBTPL2,LOCATION WHERE LAST USED MARIJUANA WAS BOUGHT
MJPBTPL3,LOCATION WHERE LAST USED MRJ WAS BOUGHT (8 LEVELS)
MJPFRPL2,LOCATION WHERE LAST USED FREE MRJ WAS RECEIVED
DPPYILANAL,RC-ILLICIT DRUG AND ALCOHOL DEPENDENCE - PAST YEAR
ABPYILANAL,RC-ILLICIT DRUG AND ALCOHOL ABUSE - PAST YEAR
DEPNDPYHAL,RC-HALLUCINOGEN DEPENDENCE - PAST YEAR
DEPNDPYINH,RC-INHALANT DEPENDENCE - PAST YEAR
DEPNDPYMTH,RC-METHAMPHETAMINE DEPENDENCE - PAST YEAR
DEPNDPYPNR,RC-PAIN RELIEVER DEPENDENCE - PAST YEAR
DEPNDPYTRQ,RC-TRANQUILIZER DEPENDENCE - PAST YEAR
DEPNDPYSTM,RC-STIMULANT DEPENDENCE - PAST YEAR
DEPNDPYSED,RC-SEDATIVE DEPENDENCE - PAST YEAR
DEPNDPYPSY,RC-PSYCHOTHERAPEUTIC DEPENDENCE - PAST YEAR
DEPNDPYILL,RC-ILLICIT DRUG DEPENDENCE - PAST YEAR
DEPNDPYIEM,RC-ILLICIT DRUG OTHER THAN MARIJUANA DEP - PAST YEAR
DPPYILLALC,RC-ILLICIT DRUG OR ALCOHOL DEPENDENCE - PAST YEAR
ABUSEPYHAL,RC-HALLUCINOGEN ABUSE - PAST YEAR
ABUSEPYINH,RC-INHALANT ABUSE - PAST YEAR
ABUSEPYMTH,RC-METHAMPHETAMINE ABUSE - PAST YEAR
ABUSEPYPNR,RC-PAIN RELIEVER ABUSE - PAST YEAR
ABUSEPYTRQ,RC-TRANQUILIZER ABUSE - PAST YEAR
ABUSEPYSTM,RC-STIMULANT ABUSE - PAST YEAR
ABUSEPYSED,RC-SEDATIVE ABUSE - PAST YEAR
ABUSEPYPSY,RC-PSYCHOTHERAPEUTIC ABUSE - PAST YEAR
ABUSEPYILL,RC-ILLICIT DRUG ABUSE - PAST YEAR
ABUSEPYIEM,RC-ILLICIT DRUG OTHER THAN MARIJUANA ABUSE - PAST YEAR
ABPYILLALC,RC-ILLICIT DRUG OR ALCOHOL ABUSE - PAST YEAR
UDPYHAL,RC-HALLUCINOGEN DEPENDENCE OR ABUSE - PAST YEAR
UDPYINH,RC-INHALANT DEPENDENCE OR ABUSE - PAST YEAR
UDPYMTH,RC-METHAMPHETAMINE DEPENDENCE OR ABUSE - PAST YEAR
UDPYPNR,RC-PAIN RELIEVER DEPENDENCE OR ABUSE - PAST YEAR
UDPYTRQ,RC-TRANQUILIZER DEPENDENCE OR ABUSE - PAST YEAR
UDPYSTM,RC-STIMULANT DEPENDENCE OR ABUSE - PAST YEAR
UDPYSED,RC-SEDATIVE DEPENDENCE OR ABUSE - PAST YEAR
UDPYTRQSED,RC-TRANQUILIZER OR SEDATIVE DEPENDENCE OR ABUSE - PAST YEAR
UDPYPSY,RC-PSYCHOTHERAPEUTIC DEPENDENCE OR ABUSE - PAST YEAR
UDPYOPI,RC-OPIOID DEPENDENCE OR ABUSE - PAST YEAR
UDPYHRPNR,RC-HEROIN AND/OR PAIN RELIEVER DEPENDENCE OR ABUSE - PST YR
UDPYILL,RC-ILLICIT DRUG DEPENDENCE OR ABUSE - PAST YEAR
UDPYIEM,RC-ILLICIT DRUG OTHER THAN MRJ DEP OR ABUSE - PAST YEAR
UDPYILAL,RC-ILLICIT DRUG OR ALCOHOL DEP OR ABUSE - PAST YEAR
UDPYILAAL,RC-ILLICIT DRUG AND ALCOHOL DEP OR ABUSE - PAST YEAR
DUDNOAUD,"RC-ILL DRUG DEP OR ABUSE, NO ALC DEP OR ABUSE - PAST YEAR"
AUDNODUD,"RC-ALC DEP OR ABUSE, NO ILL DRUG DEP OR ABUSE - PAST YEAR"
DRVFLAG,ONLY PAST YEAR USER FROM NONCORE SPECIAL DRUGS
BKSRVIOL,ARRSTD & BOOKED SERIOUS VIOL OFFENSE PST 12 MOS
BKSEXNR,ARRSTD & BOOKED SEX OFFENSE EXCL RAPE PST 12 MOS
DRVINALCO,DROVE UNDER INFLUENCE OF ALCOHOL PST 12 MOS
DRVINMARJ,DROVE UNDER INFLUENCE OF MARIJUANA PST 12 MOS
DRVINCOCN,DROVE UNDER INFLU OF COCAINE PST 12 MOS
DRVINHERN,DROVE UNDER INFLUENCE OF HEROIN PAST 12 MOS
DRVINHALL,DROVE UNDER INFLU OF HALLUCINOGENS PAST 12 MOS
DRVININHL,DROVE UNDER INFLUENCE OF INHALANTS PAST 12 MOS
DRVINMETH,DROVE UNDER INFLU OF METHAMPHETAMINE PAST 12 MOS
DRVINALON,DROVE UNDER INFLUENCE OF ONLY ALCOHOL PST 12 MOS
MXMJPNLT,MAX PENALTY FOR 1ST MJ POSS < OUNCE IN YOUR STATE
DRVINALCO2,RC-DROVE UNDER INFLUENCE OF ALCOHOL IN PAST YEAR
DRVINMARJ2,RC-DROVE UNDER INFLUENCE OF MARIJUANA IN PAST YEAR
DRVINDRG,RC-DROVE UNDER INFLUENCE OF SELECTED ILL DRUGS IN PAST YR
DRVINDROTMJ,RC-DROVE UNDER INFLUENCE OF SELECTED ILL DRG OTH MRJ IN PY
DRVINALDRG,RC-DROVE UNDER INFLUENCE OF ALC OR SELECTED ILL DRG IN PY
ANLGTLAS,HOW GOT PRSCRIP PAIN RLVR PAST 12 MOS/LAST TIME
MTHGTLAS,HOW GOT METHAMPHETAMINE PAST 12 MOS/LAST TIME
SNFAGLST,HOW OLD WERE YOU LAST THE TIME USED SNUFF
SNUFYLU,YEAR OF LAST SNUFF USE - RECODE
SNUFMLU,MONTH OF LAST SNUFF USE - RECODE
CHWAGLST,HOW OLD WERE YOU LAST TIME USED CHEWING TOBACCO
CHEWYLU,YEAR OF LAST CHEWING TOBACCO USE - RECODE
CHEWMLU,MONTH OF LAST CHEWING TOBACCO USE - RECODE
HALAGLST,HOW OLD WERE YOU THE LAST TIME USED HALLUCINOGEN
HALYLU,YEAR OF LAST HALLUCINOGEN USE - RECODE
HALMLU,MONTH OF LAST HALLUCINOGEN USE - RECODE
ECSAGLST,HOW OLD WERE YOU THE LAST TIME USED ECSTASY
ECSYLU,YEAR OF LAST ECSTASY USE - RECODE
ECSMLU,MONTH OF LAST ECSTASY USE - RECODE
INHAGLST,HOW OLD WERE YOU THE LAST TIME USED INHALANTS
INHYLU,YEAR OF LAST INHALANT USE - RECODE
INHMLU,MONTH OF LAST INHALANT USE - RECODE
ANLAGLST,HOW OLD WERE YOU THE LAST TIME USED PAIN RELIEVER
ANALYLU,YEAR OF LAST PAIN RELIEVER USE - RECODE
ANALMLU,MONTH OF LAST PAIN RELIEVER USE - RECODE
OXYAGLST,HOW OLD WERE YOU THE LAST TIME USED OXYCONTIN
OXYCYLU,YEAR OF LAST OXYCONTIN USE - RECODE
OXYCMLU,MONTH OF LAST OXYCONTIN USE - RECODE
TRNAGLST,HOW OLD WERE YOU THE LAST TIME USED TRANQUILIZERS
TRANYLU,YEAR OF LAST TRANQUILIZER USE - RECODE
TRANMLU,MONTH OF LAST TRANQUILIZER USE - RECODE
STMAGLST,HOW OLD WERE YOU THE LAST TIME USED RX STIMULANTS
STIMYLU,YEAR OF LAST RX STIMULANT USE - RECODE
STIMMLU,MONTH OF LAST RX STIMULANT USE - RECODE
MTHNCFLG,MTHAGLST COMING FROM NONCORE DATA
MTHAGLST,HOW OLD WERE YOU THE LAST TIME USED METH
METHYLU,YEAR OF LAST METHAMPHETAMINE USE - RECODE
METHMLU,MONTH OF LAST METHAMPHETAMINE USE - RECODE
SEDAGLST,HOW OLD WERE YOU THE LAST TIME USED SEDATIVES
SEDYLU,YEAR OF LAST SEDATIVE USE - RECODE
SEDMLU,MONTH OF LAST SEDATIVE USE - RECODE
USEALCG,USED ALC OR CIG FIRST WHEN [AFUFILL] YEARS OLD
USEMJCG,USED MJ OR CIG FIRST WHEN [AFUFILL] YEARS OLD
USEALMJ,USED ALC OR MJ FIRST WHEN [AFUFILL] YEARS OLD
USEACM,USED ALC CIG OR MJ 1ST WHEN [AFUFILL] YEARS OLD
USENEXT,WHAT DID YOU USE AFTER USING [FILL LU25]
ANLRX1DR,GOT ONE+ PRSCRPS FOR PAIN RLVRS FROM JUST ONE DR
ANLRXDRS,I GOT PRSCRPS FOR PAIN RELIEVERS FROM TWO+ DR
ANLRXFAK,I WROTE FAKE PRESCRIPTIONS FOR PAIN RELIEVERS
ANLSTOLE,"ISTOLE PN RLVRS FROM A DR""S OFF/CLIN/HOSP/PHARMCY"
ANLFRFRE,I GOT PAIN RELIEVERS FRM A FRND/RELATIVE FOR FREE
ANLFRBUY,I BOUGHT THE PN RELIEVERS FRM A FRIEND OR RELATIV
ANLFRTKE,I TOOK THE PNRLVRS FROM A FRND/RELATIVE WO ASKING
ANLDEALR,I BOUGHT THE PNRLVRS FRM DRUG DEALR/OTH STRANGER
ANLINET,I BOUGHT THE PAIN RELIEVERS ON THE INTERNET
ANLOTHWY,I GOT THE PAIN RELIEVERS IN SOME OTHER WAY
ANLOTHS2,OTHER WAY RESP GOT PAIN REL USED IN PST 30 DAYS
ANLFF1DR,FRIEND/RELATIVE GOT RX FOR PAIN RLVRS FROM 1 DR
ANLFFDRS,FRIEND/RELATIVE GOT RX FOR PAIN RLVRS FROM >1 DR
ANLFFAKE,FRIEND/RELATIVE WROTE FAKE RX FOR PAIN RELIEVERS
ANLFFSTL,FRND/RELAT STOLE PN RLVRS FRM DR/CLIN/HOSP/PHARM
ANLFFREE,FRND/RELAT GOT PN RLVRS FRM FRND/RELAT FOR FREE
ANLFFBOT,FRND/RELAT BOUGHT PAIN RLVRS FROM FRND/RELAT
ANLFFTAK,FRND/RELAT TOOK PN RLVRS FRM FRND/REL WO ASKING
ANLFFDLR,FRND/RELAT BOUGHT PN RLVRS FR DRG DEALER/STRANGR
ANLFFNET,FRIEND/RELATIVE BOUGHT PN RLVRS ON THE INTERNET
ANLFFOTH,FRIEND/RELATIVE GOT PAIN RLVRS SOME OTHER WAY
ANLFFOSP,OTHER WAY FRND/RELAT GOT PAIN RELIEVERS PST 30 D
ANLGTLA2,HOW GOT PRSCRIP PAIN RLVR PAST 12 MOS/LAST TIME
ANLFFLAS,HOW FRND/RELAT GOT PAIN RELIEVERS THE LAST TIME
ANLFFLSP,OTHER WAY FRND/RELAT GOT PAIN RELIEVERS
ANLGTOS2,OTHER WAY RESP GOT PAIN REL USED THE LAST TIME
TRNRX1DR,I GOT 1+ PRSCRPS FOR TRANQUILIZERS FRM JST ONE DR
TRNRXDRS,I GOT PRSCRPS FOR TRANQUILIZERS FROM TWO+ DR
TRNRXFAK,I WROTE FAKE PRESCRIPTIONS FOR TRANQUILIZERS
TRNSTOLE,"I STOLE TRANQS FROM A DR""S OFF/CLIN/HOSP/PHARMCY"
TRNFRFRE,I GOT TRANQUILIZERS FROM A FRND/RELATIVE FOR FREE
TRNFRBUY,I BOUGHT THE TRANQS FROM A FRIEND OR RELATIVE
TRNFRTKE,I TOOK THE TRANQS FROM A FRND/RELATIVE WO ASKING
TRNDEALR,I BOUGHT THE TRANQS FROM DRUG DEALR/OTH STRANGER
TRNINET,I BOUGHT THE TRANQUILIZERS ON THE INTERNET
TRNOTHWY,I GOT THE TRANQUILIZERS IN SOME OTHER WAY
TRNOTHS2,OTHER WAY RESP GOT TRANQUILIZER IN PST 30 DAYS
TRNFF1DR,FRIEND/RELATIVE GOT RX FOR TRANQS FROM 1 DR
TRNFFDRS,FRIEND/RELATIVE GOT RX FOR TRANQS FROM >1 DR
TRNFFAKE,FRIEND/RELATIVE WROTE FAKE RX FOR TRANQS
TRNFFSTL,FRND/RELAT STOLE TRANQS FRM DR/CLIN/HOSP/PHARM
TRNFFREE,FRND/RELAT GOT TRANQS FRM FRND/RELAT FOR FREE
TRNFFBOT,FRIEND/RELATIVE BOUGHT TRANQS FROM FRND/RELAT
TRNFFTAK,FRND/RELAT TOOK TRANQS FRM FRND/REL WO ASKING
TRNFFDLR,FRND/RELAT BOUGHT TRANQS FR DRUG DEALER/STRANGER
TRNFFNET,FRIEND/RELATIVE BOUGHT TRANQS ON THE INTERNET
TRNFFOTH,FRIEND/RELATIVE GOT TRANQS SOME OTHER WAY
TRNFFOSP,OTHER WAY FRND/RELAT GOT TRANQUILIZERS PST 30 DY
TRNGTLA2,HOW GOT PRSCRIP TRANQUILIZER PAST 12 MOS/LST TIME
TRNGTOS2,OTHER WAY RESP GOT TRANQUILIZER THE LAST TIME
TRNFFLAS,HOW FRND/RELAT GOT THE TRANQUILIZERS LAST TIME
TRNFFLSP,OTHER WAY FRND/RELAT GOT TRANQUILIZERS
STMRX1DR,I GOT ONE+ PRSCRPS FOR STIM FROM JUST ONE DR
STMRXDRS,I GOT PRSCRPS FOR STIMULANTS FROM TWO+ DR
STMRXFAK,I WROTE FAKE PRESCRIPTIONS FOR STIMULANTS
STMSTOLE,"I STOLE STIMS FROM A DR""S OFF/CLIN/HOSP/PHARMCY"
STMFRFRE,I GOT STIMULANTS FROM A FRND/RELATIVE FOR FREE
STMFRBUY,I BOUGHT THE STIMS FROM A FRIEND OR RELATIVE
STMFRTKE,I TOOK THE STIMS FROM A FRND/RELATIVE WO ASKING
STMDEALR,I BOUGHT THE STIMS FROM DRUG DEALR/OTH STRANGER
STMINET,I BOUGHT THE STIMULANTS ON THE INTERNET
STMOTHWY,I GOT THE STIMULANTS IN SOME OTHER WAY
STMOTHS2,OTHER WAY RESP GOT STIMULANT USED IN PST 30 DAYS
STMFF1DR,FRIEND/RELATIVE GOT RX FOR STIMULANTS FROM 1 DR
STMFFDRS,FRIEND/RELATIVE GOT RX FOR STIMULANTS FROM >1 DR
STMFFAKE,FRIEND/RELATIVE WROTE FAKE RX FOR STIMULANTS
STMFFSTL,FRND/RELAT STOLE STIMS FRM DR/CLIN/HOSP/PHARM
STMFFREE,FRND/RELAT GOT STIMS FRM FRND/RELAT FOR FREE
STMFFBOT,FRIEND/RELATIVE BOUGHT STIMS FROM FRND/RELAT
STMFFTAK,FRND/RELAT TOOK STIMS FRM FRND/REL WO ASKING
STMFFDLR,FRND/RELAT BOUGHT STIMS FR DRUG DEALER/STRANGER
STMFFNET,FRIEND/RELATIVE BOUGHT STIMS ON THE INTERNET
STMFFOTH,FRIEND/RELATIVE GOT STIMULANTS SOME OTHER WAY
STMFFOSP,OTHER WAY FRND/RELAT GOT STIMULANTS
STMGTLA2,HOW GOT PRSCRIP STIMULANT PAST 12 MOS/LAST TIME
STMGTOS2,OTHER WAY RESP GOT STIMULANT USED THE LAST TIME
STMFFLAS,HOW FRND/RELAT GOT STIMULANTS THE LAST TIME
STMFFLSP,OTHER WAY FRND/RELAT GOT STIMULANTS
MTHFRFRE,I GOT METHAMP FROM A FRND/RELATIVE FOR FREE
MTHFRBUY,I BOUGHT THE METHAMP FROM A FRIEND OR RELATIVE
MTHFRTKE,I TOOK THE METHAMP FROM A FRND/RELATIVE WO ASKING
MTHDEALR,I BOUGHT THE METHAMP FROM DRUG DEALR/OTH STRANGER
MTHINET,I BOUGHT THE METHAMP ON THE INTERNET
MTHOTHWY,I GOT THE METHAMP IN SOME OTHER WAY
MTHOTHS2,OTHER WAY RESP GOT METH USED IN PST 30 DAYS
MTHFFREE,FRND/RELAT GOT METHAMP FRM FRND/RELAT FOR FREE
MTHFFBOT,FRIEND/RELATIVE BOUGHT METHAMP FROM FRND/RELAT
MTHFFTAK,FRND/RELAT TOOK METHAMP FRM FRND/REL WO ASKING
MTHFFDLR,FRND/RELAT BOUGHT METH FR DRUG DEALER/STRANGER
MTHFFNET,FRIEND/RELATIVE BOUGHT METHAMP ON THE INTERNET
MTHFFOTH,FRIEND/RELATIVE GOT METHAMPHET SOME OTHER WAY
MTHFFOSP,OTHER WAY FRND/RELAT GOT METHAMPHETAMINE
MTHGTLA2,HOW GOT METHAMPHETAMINE PAST 12 MOS/LAST TIME
MTHGTOS2,OTHER WAY RESP GOT METH USED THE LAST TIME
MTHFFLAS,HOW FRND/RELAT GOT METHAMPHETAMINE THE LAST TIME
MTHFFLSP,OTHER WAY FRND/RELAT GOT METHAMPHETAMINE
SEDRX1DR,I GOT ONE+ PRSCRPS FOR SEDATIVES FROM JUST ONE DR
SEDRXDRS,I GOT PRSCRPS FOR SEDATIVES FROM TWO+ DR
SEDRXFAK,I WROTE FAKE PRESCRIPTIONS FOR SEDATIVES
SEDSTOLE,"I STOLE SEDS FROM A DR""S OFF/CLIN/HOSP/PHARMCY"
SEDFRFRE,I GOT SEDATIVES FROM A FRND/RELATIVE FOR FREE
SEDFRBUY,I BOUGHT THE SEDS FROM A FRIEND OR RELATIVE
SEDFRTKE,I TOOK THE SEDS FROM A FRND/RELATIVE WO ASKING
SEDDEALR,I BOUGHT THE SEDS FROM DRUG DEALR/OTH STRANGER
SEDINET,I BOUGHT THE SEDATIVES ON THE INTERNET
SEDOTHWY,I GOT THE SEDATIVES IN SOME OTHER WAY
SEDOTHS2,OTHER WAY RESP GOT SEDATIVE USED IN PST 30 DAYS
SEDFF1DR,FRIEND/RELATIVE GOT RX FOR SEDATIVES FROM 1 DR
SEDFFDRS,FRIEND/RELATIVE GOT RX FOR SEDATIVES FROM >1 DR
SEDFFAKE,FRIEND/RELATIVE WROTE FAKE RX FOR SEDATIVES
SEDFFSTL,FRND/RELAT STOLE SEDATVS FRM DR/CLIN/HOSP/PHARM
SEDFFREE,FRND/RELAT GOT SEDATIVES FRM FRND/RELAT FOR FREE
SEDFFBOT,FRIEND/RELATIVE BOUGHT SEDATIVES FROM FRND/RELAT
SEDFFTAK,FRND/RELAT TOOK SEDATIVES FRM FRND/REL WO ASKING
SEDFFDLR,FRND/RELAT BOUGHT SEDTVS FR DRUG DEALER/STRANGER
SEDFFNET,FRIEND/RELATIVE BOUGHT SEDATIVES ON THE INTERNET
SEDFFOTH,FRIEND/RELATIVE GOT SEDATIVES SOME OTHER WAY
SEDFFOSP,OTHER WAY FRND/RELAT GOT SEDATIVES
SEDGTLA2,HOW GOT PRSCRIP SEDATIVE PAST 12 MOS/LAST TIME
SEDGTOS2,OTHER WAY RESP GOT SEDATIVE USED THE LAST TIME
SEDFFLAS,HOW FRND/RELAT GOT SEDATIVES THE LAST TIME
SEDFFLSP,OTHER WAY FRND/RELAT GOT SEDATIVE
MRJYRBFR,USE MJ OR HASHISH EVEN ONCE YR BEFORE LAST
MRJAGLST,HOW OLD WERE YOU THE LAST TIME USED MARIJUANA
MRJYLU,YEAR OF LAST MARIJUANA/HASHISH USE - RECODE
MRJMLU,MONTH OF LAST MARIJUANA/HASHISH USE - RECODE
CIGAGLST,HOW OLD WERE YOU THE LAST TIME SMOKED CIGARETTE
CIGYLU,YEAR OF LAST CIGARETTE USE - RECODE
CIGMLU,MONTH OF LAST CIGARETTE USE - RECODE
CIGDLLST,HOW OLD WERE YOU THE LAST TIME SMOKED CIGS DAILY
CIGDLYLU,YEAR OF LAST CIGARETTE USE EVERY DAY - RECODE
CIGDLMLU,MONTH OF LAST CIGARETTE USE EVERY DAY - RECODE
SMKAGLAST,HOW OLD WERE YOU LAST THE TIME USED SMOKELESS TOB
SMKYRLAST,"YEAR OF LAST ""SMOKELESS"" TOBACCO USE - RECODE"
SMKMOLAST,MONTH OF LAST SMOKELESS TOBACCO USE - RECODE
CGRAGLST,HOW OLD WERE YOU THE LAST TIME SMOKED CIGAR
CIGARYLU,YEAR OF LAST CIGAR USE - RECODE
CIGARMLU,MONTH OF LAST CIGAR USE - RECODE
ALCAGLST,HOW OLD WERE YOU LAST TIME DRANK ALCOHOL BEVERAGE
ALCYLU,YEAR OF LAST ALCOHOL USE - RECODE
ALCMLU,MONTH OF LAST ALCOHOL USE - RECODE
COCAGLST,HOW OLD WERE YOU THE LAST TIME USED COCAINE
COCYLU,YEAR OF LAST COCAINE USE - RECODE
COCMLU,MONTH OF LAST COCAINE USE - RECODE
CRKAGLST,HOW OLD WERE YOU THE LAST TIME USED CRACK
CRKYLU,YEAR OF LAST CRACK USE - RECODE
CRKMLU,MONTH OF LAST CRACK USE - RECODE
HERAGLST,HOW OLD WERE YOU THE LAST TIME USED HEROIN
HERYLU,YEAR OF LAST HEROIN USE - RECODE
HERMLU,MONTH OF LAST HEROIN USE - RECODE
HALLAGLST,HOW OLD WERE YOU THE LAST TIME USED HALLUCINOGEN
HALLYRLST,YEAR OF LAST HALLUCINOGEN USE - RECODE
HALLMOLST,MONTH OF LAST HALLUCINOGEN USE - RECODE
LSDAGLST,HOW OLD WERE YOU THE LAST TIME USED LSD
LSDYLU,YEAR OF LAST LSD USE - RECODE
LSDMLU,MONTH OF LAST LSD USE - RECODE
PCPAGLST,HOW OLD WERE YOU THE LAST TIME USED PCP
PCPYLU,YEAR OF LAST PCP USE - RECODE
PCPMLU,MONTH OF LAST PCP USE - RECODE
ECSTMOAGL,HOW OLD WERE YOU THE LAST TIME USED ECSTASY/MOLLY
ECSTMOYLU,YEAR OF LAST ECSTASY OR MOLLY USE - RECODE
ECSTMOMLU,MONTH OF LAST ECSTASY OR MOLLY USE - RECODE
INHLAGLST,HOW OLD WERE YOU THE LAST TIME USED INHALANTS
INHLYRLST,YEAR OF LAST INHALANT USE - RECODE
INHLMOLST,MONTH OF LAST INHALANT USE - RECODE
METHAGLST,HOW OLD WERE YOU THE LAST TIME USED METH
METHYRLST,YEAR OF LAST METHAMPHETAMINE USE - RECODE
METHMOLST,MONTH OF LAST METH USE - RECODE
CIGYRBFR,SMOKE ALL OR PART OF CIGARETTE IN YR BEFORE LAST
ALCYRBFR,HAVE ALCOHOLIC BEVERAGE IN YEAR BEFORE LAST
COCYRBFR,HAVE ANY FORM OF COCAINE IN YEAR BEFORE LAST
NDTXNOND,"YOU DIDN""T THINK YOU NEEDED TREATMENT AT THE TIME"
NDTXHNDL,YOU THOUGHT YOU COULD HANDLE THE PROB W/O TREATMT
NDTXNHLP,"YOU DIDN""T THINK TREATMENT WOULD HELP"
NDTXBUSY,"YOU DIDN""T HAVE TIME (JOB, CHILDCARE, OR OTH COM)"
NDTXFOUT,"DIDN""T WANT OTHERS TO FIND OUT YOU NEEDED TRMT"
NDMRNOND,"YOU DIDN""T THINK YOU NEEDED TREATMENT AT THE TIME"
NDMRHNDL,YOU THOUGHT YOU COULD HANDLE THE PROB W/O TREATMT
NDMRNHLP,"YOU DIDN""T THINK TREATMENT WOULD HELP"
NDMRBUSY,"YOU DIDN""T HAVE TIME (JOB, CHILDCARE, OR OTH COM)"
NDMRFOUT,"DIDN""T WANT OTHERS TO FIND OUT YOU NEEDED TRMT"
TXALONEV,EVER RCVD TMT FOR ALC USE (NO DRUG USE REPORTED)
TXALONAG,AGE WHEN FIRST RCVD TRMT FOR ALC USE
TXDRONEV,EVER RCVD TMT FOR DRUG USE (NO ALC USE REPORTED)
TXDRONAG,AGE WHEN FIRST RCVD TRMT/CNSLG FOR DRUG USE
TXALCDEV,EVER RCVD TMT FOR ALCOHOL USE (ALSO USED DRUGS)
TXALCDAG,AGE WHEN FIRST RCVD TRMT/CNSLG FOR ALC USE
TXDRGAEV,EVER RCVD TRMT FOR DRUG USE (ALSO USED ALCOHOL)
TXDRGAAG,AGE WHEN FIRST RCVD TRMT/CNSLG FOR DRUG USE
TXYALAGE,AGE WHEN FIRST RCVD TRMT/CNSLG FOR ALC USE
TXYALDRG,EVER RCVD TRMT FOR DRUGS (ONLY PAST YR ALC TRMT)
TXYALDAG,AGE WHEN FIRST RCVD TRMT/CNSLG FOR DRUG USE
TXYDRAGE,AGE WHEN FIRST RCVD TRMT/CNSLG FOR DRUG USE
TXYDRALC,EVER RCVD TMT FOR ALCOHOL (ONLY PAST YR DRUG TMT)
TXYDRAAG,AGE WHEN FIRST RCVD TRMT/CNSLG FOR ALC USE
TXYADAAG,AGE WHEN FIRST RCVD TRMT/CNSLG FOR ALC USE
TXYADDAG,AGE WHEN FIRST RCVD TRMT/CNSLG FOR DRUG USE
TXFGALAG,CONSISTENCY OF ALC TX AGE WITH ALC AFU
TXFGDGAG,CONSISTENCY OF FIRST DRUG TX AGE WITH DRUG AFUS
TXFGADAG,CONSISTENCY OF FIRST TX AGE WITH ALC/DRUG AFUS
TX12MSHG,WENT TO SELF-HELP GRP/12-STEP PGMS PAST 12 MOS
TX12SGAD,WENT TO SELF-HELP GRP FOR ALC ONLY/DRUG ONLY/BOTH
TXSHGFLG,CONSISTENCY FLAG BETWEEN TX12MSHG AND TXYRSHG
MTHLTSC2,SOURCE OF METHAMPHETAMINE FOR LAST NONMED USE
ANLLTSC,SOURCE OF PAIN RELIEVERS FOR LAST NONMED USE
ANLSRCFR,"SOURCE OF FRIEND OR RELATIVE""S PAIN RELIEVERS"
TRNSRCFR,"SOURCE OF FRIEND OR RELATIVE""S TRANQUILIZERS"
STMSRCFR,"SOURCE OF FRIEND OR RELATIVE""S STIMULANTS"
SEDSRCFR,"SOURCE OF FRIEND OR RELATIVE""S SEDATIVES"
MTHSRCFR,"SOURCE OF FRIEND OR RELATIVE""S METHAMPHETAMINES"
TRNLTS2,SOURCE OF TRANQUILIZERS FOR LAST NONMED USE
STMLTS2,SOURCE OF RX STIMULANTS FOR LAST NONMED USE
SEDLTS2,SOURCE OF SEDATIVES FOR LAST NONMED USE
MTHLTSC4,SOURCE OF METHAMPHETAMINE FOR LAST NONMED USE
